2019-06-05 10:14:41,989 p=7080 u=mistral |  ansible-playbook-2 2.7.10
2019-06-05 10:14:51,005 p=7080 u=mistral |  changed: [lab-controller-0] => {"changed": true, "checksum": "378b28e98e5dfdfad3af6fde8c6d67526fadeb7c", "dest": "/etc/systemd/system/tripleo-iptables.service", "gid": 0, "group": "root", "md5sum": "5734923c1378bc14b3b469a26d959c3e", "mode": "0644", "owner": "root", "secontext": "system_u:object_r:systemd_unit_file_t:s0", "size": 300, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1559747690.75-245882364328175/source", "state": "file", "uid": 0}
2019-06-05 10:14:51,023 p=7080 u=mistral |  TASK [enable tripleo-iptables service] *****************************************
2019-06-05 10:14:51,024 p=7080 u=mistral |  task path: /var/lib/mistral/lab/Controller/deploy_steps_tasks.yaml:58
2019-06-05 10:14:51,024 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:51 -0500 (0:00:00.301)       0:00:08.262 ******** 
2019-06-05 10:14:51,055 p=7080 u=mistral |  skipping: [lab-computehci-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:51,424 p=7080 u=mistral |  changed: [lab-controller-0] => {"changed": true, "enabled": true, "name": "tripleo-iptables.service", "status": {"ActiveEnterTimestampMonotonic": "0", "ActiveExitTimestampMonotonic": "0", "ActiveState": "inactive", "After": "systemd-journald.socket system.slice basic.target", "AllowIsolate": "no", "AmbientCapabilities": "0", "AssertResult": "no", "AssertTimestampMonotonic": "0", "Before": "shutdown.target iptables.service", "BlockIOAccounting": "no", "BlockIOWeight": "18446744073709551615", "CPUAccounting": "no", "CPUQuotaPerSecUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "18446744073709551615", "CanIsolate": "no", "CanReload": "no", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "18446744073709551615", "ConditionResult": "no", "ConditionTimestampMonotonic": "0", "Conflicts": "shutdown.target", "ControlPID": "0", "DefaultDependencies": "yes", "Delegate": "no", "Description": "Initialize iptables", "DevicePolicy": "auto", "Environment": "BOOTUP=serial CONSOLETYPE=serial", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "0", "ExecMainStartTimestampMonotonic": "0", "ExecMainStatus": "0", "ExecStart": "{ path=/usr/sbin/iptables ; argv[]=/usr/sbin/iptables -t raw -nL ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FragmentPath": "/etc/systemd/system/tripleo-iptables.service", "GuessMainPID": "yes", "IOScheduling": "0", "Id": "tripleo-iptables.service", "IgnoreOnIsolate": "no", "IgnoreOnSnapshot": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestampMonotonic": "0", "InactiveExitTimestampMonotonic": "0", "JobTimeoutAction": "none", "JobTimeoutUSec": "0", "KillMode": "control-group", "KillSignal": "15", "LimitAS": "18446744073709551615", "LimitCORE": "18446744073709551615", "LimitCPU": "18446744073709551615", "LimitDATA": "18446744073709551615", "LimitFSIZE": "18446744073709551615", "LimitLOCKS": "18446744073709551615", "LimitMEMLOCK": "65536", "LimitMSGQUEUE": "819200", "LimitNICE": "0", "LimitNOFILE": "4096", "LimitNPROC": "61816", "LimitRSS": "18446744073709551615", "LimitRTPRIO": "0", "LimitRTTIME": "18446744073709551615", "LimitSIGPENDING": "61816", "LimitSTACK": "18446744073709551615", "LoadState": "loaded", "MainPID": "0", "MemoryAccounting": "no", "MemoryCurrent": "18446744073709551615", "MemoryLimit": "18446744073709551615", "MountFlags": "0", "Names": "tripleo-iptables.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "none", "OOMScoreAdjust": "0", "OnFailureJobMode": "replace", "PermissionsStartOnly": "no", "PrivateDevices": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "ProtectHome": "no", "ProtectSystem": "no", "RefuseManualStart": "no", "RefuseManualStop": "no", "RemainAfterExit": "no", "Requires": "basic.target", "Restart": "no", "RestartUSec": "100ms", "Result": "success", "RootDirectoryStartOnly": "no", "RuntimeDirectoryMode": "0755", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "syslog", "StandardInput": "null", "StandardOutput": "syslog", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitInterval": "10000000", "StartupBlockIOWeight": "18446744073709551615", "StartupCPUShares": "18446744073709551615", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "dead", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "0", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "no", "TasksCurrent": "18446744073709551615", "TasksMax": "18446744073709551615", "TimeoutStartUSec": "0", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "oneshot", "UMask": "0022", "UnitFilePreset": "disabled", "UnitFileState": "disabled", "Wants": "system.slice", "WatchdogTimestampMonotonic": "0", "WatchdogUSec": "0"}}
2019-06-05 10:14:51,443 p=7080 u=mistral |  TASK [create ip6tables service] ************************************************
2019-06-05 10:14:51,443 p=7080 u=mistral |  task path: /var/lib/mistral/lab/Controller/deploy_steps_tasks.yaml:62
2019-06-05 10:14:51,443 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:51 -0500 (0:00:00.419)       0:00:08.682 ******** 
2019-06-05 10:14:51,473 p=7080 u=mistral |  skipping: [lab-computehci-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:51,724 p=7080 u=mistral |  changed: [lab-controller-0] => {"changed": true, "checksum": "d62ea484eaa71aba3113123f810c045849eb0dac", "dest": "/etc/systemd/system/tripleo-ip6tables.service", "gid": 0, "group": "root", "md5sum": "cd52f0bfc06ffad8610d82534abb7b2f", "mode": "0644", "owner": "root", "secontext": "system_u:object_r:systemd_unit_file_t:s0", "size": 304, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1559747691.47-162345060524640/source", "state": "file", "uid": 0}
2019-06-05 10:14:51,743 p=7080 u=mistral |  TASK [enable tripleo-ip6tables service] ****************************************
2019-06-05 10:14:51,743 p=7080 u=mistral |  task path: /var/lib/mistral/lab/Controller/deploy_steps_tasks.yaml:93
2019-06-05 10:14:51,743 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:51 -0500 (0:00:00.299)       0:00:08.982 ******** 
2019-06-05 10:14:51,773 p=7080 u=mistral |  skipping: [lab-computehci-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:51,921 p=7080 u=mistral |  changed: [lab-controller-0] => {"changed": true, "enabled": true, "name": "tripleo-ip6tables.service", "status": {"ActiveEnterTimestampMonotonic": "0", "ActiveExitTimestampMonotonic": "0", "ActiveState": "inactive", "After": "basic.target system.slice systemd-journald.socket", "AllowIsolate": "no", "AmbientCapabilities": "0", "AssertResult": "no", "AssertTimestampMonotonic": "0", "Before": "shutdown.target ip6tables.service", "BlockIOAccounting": "no", "BlockIOWeight": "18446744073709551615", "CPUAccounting": "no", "CPUQuotaPerSecUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "18446744073709551615", "CanIsolate": "no", "CanReload": "no", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "18446744073709551615", "ConditionResult": "no", "ConditionTimestampMonotonic": "0", "Conflicts": "shutdown.target", "ControlPID": "0", "DefaultDependencies": "yes", "Delegate": "no", "Description": "Initialize ip6tables", "DevicePolicy": "auto", "Environment": "BOOTUP=serial CONSOLETYPE=serial", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "0", "ExecMainStartTimestampMonotonic": "0", "ExecMainStatus": "0", "ExecStart": "{ path=/usr/sbin/ip6tables ; argv[]=/usr/sbin/ip6tables -t raw -nL ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FragmentPath": "/etc/systemd/system/tripleo-ip6tables.service", "GuessMainPID": "yes", "IOScheduling": "0", "Id": "tripleo-ip6tables.service", "IgnoreOnIsolate": "no", "IgnoreOnSnapshot": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestampMonotonic": "0", "InactiveExitTimestampMonotonic": "0", "JobTimeoutAction": "none", "JobTimeoutUSec": "0", "KillMode": "control-group", "KillSignal": "15", "LimitAS": "18446744073709551615", "LimitCORE": "18446744073709551615", "LimitCPU": "18446744073709551615", "LimitDATA": "18446744073709551615", "LimitFSIZE": "18446744073709551615", "LimitLOCKS": "18446744073709551615", "LimitMEMLOCK": "65536", "LimitMSGQUEUE": "819200", "LimitNICE": "0", "LimitNOFILE": "4096", "LimitNPROC": "61816", "LimitRSS": "18446744073709551615", "LimitRTPRIO": "0", "LimitRTTIME": "18446744073709551615", "LimitSIGPENDING": "61816", "LimitSTACK": "18446744073709551615", "LoadState": "loaded", "MainPID": "0", "MemoryAccounting": "no", "MemoryCurrent": "18446744073709551615", "MemoryLimit": "18446744073709551615", "MountFlags": "0", "Names": "tripleo-ip6tables.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "none", "OOMScoreAdjust": "0", "OnFailureJobMode": "replace", "PermissionsStartOnly": "no", "PrivateDevices": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "ProtectHome": "no", "ProtectSystem": "no", "RefuseManualStart": "no", "RefuseManualStop": "no", "RemainAfterExit": "no", "Requires": "basic.target", "Restart": "no", "RestartUSec": "100ms", "Result": "success", "RootDirectoryStartOnly": "no", "RuntimeDirectoryMode": "0755", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "syslog", "StandardInput": "null", "StandardOutput": "syslog", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitInterval": "10000000", "StartupBlockIOWeight": "18446744073709551615", "StartupCPUShares": "18446744073709551615", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "dead", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "0", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "no", "TasksCurrent": "18446744073709551615", "TasksMax": "18446744073709551615", "TimeoutStartUSec": "0", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "oneshot", "UMask": "0022", "UnitFilePreset": "disabled", "UnitFileState": "disabled", "Wants": "system.slice", "WatchdogTimestampMonotonic": "0", "WatchdogUSec": "0"}}
2019-06-05 10:14:51,939 p=7080 u=mistral |  TASK [configure tmpwatch on the host] ******************************************
2019-06-05 10:14:51,939 p=7080 u=mistral |  task path: /var/lib/mistral/lab/ComputeHCI/deploy_steps_tasks.yaml:2
2019-06-05 10:14:51,939 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:51 -0500 (0:00:00.196)       0:00:09.178 ******** 
2019-06-05 10:14:51,959 p=7080 u=mistral |  skipping: [lab-controller-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:51,968 p=7080 u=mistral |  skipping: [lab-computehci-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:51,986 p=7080 u=mistral |  TASK [create iptables service] *************************************************
2019-06-05 10:14:51,986 p=7080 u=mistral |  task path: /var/lib/mistral/lab/ComputeHCI/deploy_steps_tasks.yaml:16
2019-06-05 10:14:51,986 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:51 -0500 (0:00:00.046)       0:00:09.225 ******** 
2019-06-05 10:14:52,006 p=7080 u=mistral |  skipping: [lab-controller-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:52,284 p=7080 u=mistral |  changed: [lab-computehci-0] => {"changed": true, "checksum": "378b28e98e5dfdfad3af6fde8c6d67526fadeb7c", "dest": "/etc/systemd/system/tripleo-iptables.service", "gid": 0, "group": "root", "md5sum": "5734923c1378bc14b3b469a26d959c3e", "mode": "0644", "owner": "root", "secontext": "system_u:object_r:systemd_unit_file_t:s0", "size": 300, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1559747692.03-168145477557484/source", "state": "file", "uid": 0}
2019-06-05 10:14:52,303 p=7080 u=mistral |  TASK [enable tripleo-iptables service] *****************************************
2019-06-05 10:14:52,303 p=7080 u=mistral |  task path: /var/lib/mistral/lab/ComputeHCI/deploy_steps_tasks.yaml:47
2019-06-05 10:14:52,303 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:52 -0500 (0:00:00.317)       0:00:09.542 ******** 
2019-06-05 10:14:52,323 p=7080 u=mistral |  skipping: [lab-controller-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:52,522 p=7080 u=mistral |  changed: [lab-computehci-0] => {"changed": true, "enabled": true, "name": "tripleo-iptables.service", "status": {"ActiveEnterTimestampMonotonic": "0", "ActiveExitTimestampMonotonic": "0", "ActiveState": "inactive", "After": "basic.target system.slice systemd-journald.socket", "AllowIsolate": "no", "AmbientCapabilities": "0", "AssertResult": "no", "AssertTimestampMonotonic": "0", "Before": "iptables.service shutdown.target", "BlockIOAccounting": "no", "BlockIOWeight": "18446744073709551615", "CPUAccounting": "no", "CPUQuotaPerSecUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "18446744073709551615", "CanIsolate": "no", "CanReload": "no", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "18446744073709551615", "ConditionResult": "no", "ConditionTimestampMonotonic": "0", "Conflicts": "shutdown.target", "ControlPID": "0", "DefaultDependencies": "yes", "Delegate": "no", "Description": "Initialize iptables", "DevicePolicy": "auto", "Environment": "BOOTUP=serial CONSOLETYPE=serial", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "0", "ExecMainStartTimestampMonotonic": "0", "ExecMainStatus": "0", "ExecStart": "{ path=/usr/sbin/iptables ; argv[]=/usr/sbin/iptables -t raw -nL ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FragmentPath": "/etc/systemd/system/tripleo-iptables.service", "GuessMainPID": "yes", "IOScheduling": "0", "Id": "tripleo-iptables.service", "IgnoreOnIsolate": "no", "IgnoreOnSnapshot": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestampMonotonic": "0", "InactiveExitTimestampMonotonic": "0", "JobTimeoutAction": "none", "JobTimeoutUSec": "0", "KillMode": "control-group", "KillSignal": "15", "LimitAS": "18446744073709551615", "LimitCORE": "18446744073709551615", "LimitCPU": "18446744073709551615", "LimitDATA": "18446744073709551615", "LimitFSIZE": "18446744073709551615", "LimitLOCKS": "18446744073709551615", "LimitMEMLOCK": "65536", "LimitMSGQUEUE": "819200", "LimitNICE": "0", "LimitNOFILE": "4096", "LimitNPROC": "61816", "LimitRSS": "18446744073709551615", "LimitRTPRIO": "0", "LimitRTTIME": "18446744073709551615", "LimitSIGPENDING": "61816", "LimitSTACK": "18446744073709551615", "LoadState": "loaded", "MainPID": "0", "MemoryAccounting": "no", "MemoryCurrent": "18446744073709551615", "MemoryLimit": "18446744073709551615", "MountFlags": "0", "Names": "tripleo-iptables.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "none", "OOMScoreAdjust": "0", "OnFailureJobMode": "replace", "PermissionsStartOnly": "no", "PrivateDevices": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "ProtectHome": "no", "ProtectSystem": "no", "RefuseManualStart": "no", "RefuseManualStop": "no", "RemainAfterExit": "no", "Requires": "basic.target", "Restart": "no", "RestartUSec": "100ms", "Result": "success", "RootDirectoryStartOnly": "no", "RuntimeDirectoryMode": "0755", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "syslog", "StandardInput": "null", "StandardOutput": "syslog", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitInterval": "10000000", "StartupBlockIOWeight": "18446744073709551615", "StartupCPUShares": "18446744073709551615", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "dead", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "0", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "no", "TasksCurrent": "18446744073709551615", "TasksMax": "18446744073709551615", "TimeoutStartUSec": "0", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "oneshot", "UMask": "0022", "UnitFilePreset": "disabled", "UnitFileState": "disabled", "Wants": "system.slice", "WatchdogTimestampMonotonic": "0", "WatchdogUSec": "0"}}
2019-06-05 10:14:52,540 p=7080 u=mistral |  TASK [create ip6tables service] ************************************************
2019-06-05 10:14:52,540 p=7080 u=mistral |  task path: /var/lib/mistral/lab/ComputeHCI/deploy_steps_tasks.yaml:51
2019-06-05 10:14:52,540 p=7080 u=mistral |  Wednesday 05 June 2019  10:14:52 -0500 (0:00:00.237)       0:00:09.779 ******** 
2019-06-05 10:14:52,561 p=7080 u=mistral |  skipping: [lab-controller-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:14:52,851 p=7080 u=mistral |  changed: [lab-computehci-0] => {"changed": true, "checksum": "d62ea484eaa71aba3113123f810c045849eb0dac", "dest": "/etc/systemd/system/tripleo-ip6tables.service", "gid": 0, "group": "root", "md5sum": "cd52f0bfc06ffad8610d82534abb7b2f", "mode": "0644", "owner": "root", "secontext": "system_u:object_r:systemd_unit_file_t:s0", "size": 304, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1559747692.58-219271393909965/source", "state": "file", "uid": 0}
